,City,Country,Max Temp,Lat,Lng,Hotel Name
1118,Migori,KE,62.11,-1.0634,34.4731,"Calabash Hotel, Migori"
1120,Rio De Jesus,PA,77.38,7.9844,-81.1631,Parador fotografico Rio de Jesus
1122,Bredasdorp,ZA,67.32,-34.5322,20.0403,Bredasdorp Country Manor
1126,San Patricio,US,53.58,28.017,-97.5169,"Motel 6 Sinton, TX"
1128,New Norfolk,AU,78.66,-42.7826,147.0587,The Shingles Riverside Cottages
1130,Kavieng,PG,82.49,-2.5744,150.7967,Nusa Island Retreat
1132,Avarua,CK,78.85,-21.2078,-159.775,Paradise Inn
1134,Puerto Ayora,EC,75.54,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1135,Hobart,AU,79.02,-42.8794,147.3294,Mantra on Collins Hobart
1136,Hermanus,ZA,66.9,-34.4187,19.2345,Misty Waves Boutique Hotel
1138,San Pedro,PH,84.34,14.35,121.0167,Villa Veronica Resort Private Pool
1139,Bathsheba,BB,77.61,13.2167,-59.5167,Atlantis Hotel
1143,Alto Araguaia,BR,70.61,-17.3147,-53.2153,Araguaia Palace Hotel
1144,Arraial Do Cabo,BR,75.07,-22.9661,-42.0278,Pousada Porto Praia
1146,Tuatapere,NZ,53.82,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
1150,Atuona,PF,77.67,-9.8,-139.0333,Villa Enata
1151,Mahebourg,MU,77.29,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
1152,Mora,CM,68.56,11.0461,14.1401,Hotel Emergence
1153,Hermanus,ZA,66.9,-34.4187,19.2345,Misty Waves Boutique Hotel
1155,Busselton,AU,68.04,-33.65,115.3333,Observatory Guest House
1158,Saint-Paul,RE,78.89,-21.0096,55.2707,Boucan Canot
1161,Port Alfred,ZA,75.36,-33.5906,26.891,The Halyards Hotel
1162,Negombo,LK,73.45,7.2083,79.8358,Hotel Sunset Beach
1163,Rikitea,PF,78.84,-23.1203,-134.9692,People ThankYou
1164,Vaini,TO,86.16,-21.2,-175.2,Keleti Beach Resort
1165,Alice Springs,AU,83.75,-23.7,133.8833,Desert Palms Alice Springs
1169,New Norfolk,AU,78.66,-42.7826,147.0587,The Shingles Riverside Cottages
1170,Port Alfred,ZA,75.36,-33.5906,26.891,The Halyards Hotel
1171,Mataura,NZ,53.47,-46.1927,168.8643,Ellie's Villa
1173,Vanimo,PG,82.85,-2.6741,141.3028,Vahmoneh Lodge Vanimo
1174,Iralaya,HN,78.89,15.0,-83.2333,Iglesia morava renovada
1175,Avarua,CK,78.85,-21.2078,-159.775,Paradise Inn
1178,Cartagena,CO,80.22,10.3997,-75.5144,Hotel Colombia Real - Cartagena
1179,Bintulu,MY,73.81,3.1667,113.0333,900 Boutique INN
1180,Hohoe,GH,77.25,7.1518,0.4736,Agumatsa Falls Lodge
1181,Acarau,BR,78.55,-2.8856,-40.12,castelo pizzaria
1183,Bengkulu,ID,79.07,-3.8004,102.2655,Grage Hotel Bengkulu
1185,Mwinilunga,ZM,62.73,-11.7358,24.4293,Kwakuwahi Lodge
1186,Georgetown,MY,78.89,5.4112,100.3354,Cititel Penang
1188,Mosetse,BW,67.21,-20.75,26.65,
1191,Saint George,US,66.79,37.1041,-113.5841,Best Western Plus Abbey Inn
1192,Kapaa,US,79.48,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
1193,Gat,IL,54.39,31.61,34.7642,OlusHome
1194,Bluff,NZ,53.8,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
1196,Port Elizabeth,ZA,70.09,-33.918,25.5701,39 On Nile Guest House
1197,Busselton,AU,68.04,-33.65,115.3333,Observatory Guest House
1198,Hermanus,ZA,66.9,-34.4187,19.2345,Misty Waves Boutique Hotel
1200,Calabozo,VE,84.06,8.9242,-67.4293,Hotel Giardini
1202,New Norfolk,AU,78.66,-42.7826,147.0587,The Shingles Riverside Cottages
1203,Saint George,US,66.79,37.1041,-113.5841,Best Western Plus Abbey Inn
1204,Paita,PE,73.09,-5.0892,-81.1144,Hotel Náutico de Paita
1205,Maceio,BR,80.04,-9.6658,-35.7353,Poutur Pousada
1208,East London,ZA,75.09,-33.0153,27.9116,Tu Casa
1209,Karasburg,,75.49,-28.0167,18.75,Hoon's Selfcatering
1217,Busselton,AU,68.04,-33.65,115.3333,Observatory Guest House
1218,Mar Del Plata,AR,62.87,-38.0023,-57.5575,Gran Hotel Mar del Plata
1220,Codrington,AU,85.75,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
1223,Hobart,AU,79.02,-42.8794,147.3294,Mantra on Collins Hobart
1224,Wanning,CN,71.69,18.8003,110.3967,Paradise Hotel
1225,Avarua,CK,78.85,-21.2078,-159.775,Paradise Inn
1227,Mataura,NZ,53.47,-46.1927,168.8643,Ellie's Villa
1229,Port-Gentil,GA,80.38,-0.7193,8.7815,Fengshui Residence
1230,Georgetown,MY,78.89,5.4112,100.3354,Cititel Penang
1231,Hobart,AU,79.02,-42.8794,147.3294,Mantra on Collins Hobart
1232,Pacifica,US,76.8,37.6138,-122.4869,"Pacifica Lighthouse, Trademark Collection by Wyndham"
1233,Ondjiva,AO,68.09,-17.0667,15.7333,COMBUESA
1234,Punta Arenas,CL,51.91,-53.15,-70.9167,Hotel Hain
1237,Wonthaggi,AU,86.94,-38.6044,145.5913,Wonthaggi Caravans & Trailers
1238,Arraial Do Cabo,BR,75.07,-22.9661,-42.0278,Pousada Porto Praia
1239,Santa Cruz De Tenerife,ES,65.71,28.4682,-16.2546,Hotel Silken Atlántida Santa Cruz
1242,Port Elizabeth,ZA,70.09,-33.918,25.5701,39 On Nile Guest House
1243,Avarua,CK,78.85,-21.2078,-159.775,Paradise Inn
1249,Rikitea,PF,78.84,-23.1203,-134.9692,People ThankYou
1250,Bluff,NZ,53.8,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
1251,Busselton,AU,68.04,-33.65,115.3333,Observatory Guest House
1252,Ugoofaaru,MV,81.55,5.6667,73.0,Ungoofaaru Inn
1253,Saldanha,ZA,68.05,-33.0117,17.9442,Blue Bay Lodge
1254,Hambantota,LK,75.54,6.1241,81.1185,Bungalow 63
1256,Puerto Ayora,EC,75.54,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1257,Nizwa,OM,62.22,22.9333,57.5333,Orient Apartments
1262,San Carlos De Bariloche,AR,76.75,-41.1456,-71.3082,Hotel Patagonia
1263,Puerto Ayora,EC,75.54,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1264,Cape Town,ZA,69.89,-33.9258,18.4232,Southern Sun Waterfront Cape Town
1267,Mandurah,AU,76.15,-32.55,115.7,Atrium Hotel Mandurah
1268,Abha,SA,53.85,18.2164,42.5053,Abha Hotel
1269,Cabo San Lucas,MX,78.1,22.8909,-109.9124,Hotel Tesoro Los Cabos
1271,Bredasdorp,ZA,67.32,-34.5322,20.0403,Bredasdorp Country Manor
1274,Faya,SA,54.12,18.3851,42.4509,املاك خالد الشعشوع
1275,Saint-Philippe,RE,78.35,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
1277,Carnarvon,AU,86.07,-24.8667,113.6333,Hospitality Carnarvon
1281,Mataura,NZ,53.47,-46.1927,168.8643,Ellie's Villa
1284,Port Elizabeth,ZA,70.09,-33.918,25.5701,39 On Nile Guest House
1286,Arvin,US,84.33,35.2091,-118.8284,Geo Rizo
1287,Hilo,US,78.53,19.7297,-155.09,Hilo Hawaiian Hotel
1288,Pemba,MZ,75.9,-12.974,40.5178,Guesthouse Samotina
1289,Punta Arenas,CL,51.91,-53.15,-70.9167,Hotel Hain
1290,Bathsheba,BB,77.61,13.2167,-59.5167,Atlantis Hotel
1291,Kapaa,US,79.48,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
1295,Bandarbeyla,SO,74.19,9.4942,50.8122,JABIR HOTEL
1296,Castro,BR,61.39,-24.7911,-50.0119,CHACARA BAILLY
1297,Clarence Town,AU,78.82,-32.5833,151.7833,River Downs Cottage
1298,Victoria,HK,64.94,22.2855,114.1577,Mini Hotel Central
1299,Punta Arenas,CL,51.91,-53.15,-70.9167,Hotel Hain
1302,Vaini,TO,86.16,-21.2,-175.2,Keleti Beach Resort
1303,Ribeira Grande,PT,61.57,38.5167,-28.7,Quinta da Meia Eira
1304,Tual,ID,81.59,-5.6667,132.75,Grand Vilia Hotel
1305,Bambous Virieux,MU,77.25,-20.3428,57.7575,Casa Tia Villa
1308,Bluff,NZ,53.8,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
1309,Busselton,AU,68.04,-33.65,115.3333,Observatory Guest House
1310,Hilo,US,78.53,19.7297,-155.09,Hilo Hawaiian Hotel
1311,Kaitangata,NZ,55.92,-46.2817,169.8464,Kaitangata Motor Camp
1312,Padang,ID,77.05,-0.9492,100.3543,Mercure Padang
1314,Mataura,NZ,53.47,-46.1927,168.8643,Ellie's Villa
1315,Lahat,ID,76.84,-3.8,103.5333,Hotel Grand Zuri Lahat by ZHM
1319,Port Lincoln,AU,78.35,-34.7333,135.8667,Port Lincoln Hotel
1321,Bredasdorp,ZA,67.32,-34.5322,20.0403,Bredasdorp Country Manor
1329,San Patricio,US,53.58,28.017,-97.5169,"Motel 6 Sinton, TX"
1330,Tarata,BO,56.62,-17.6167,-66.0167,Hacienda castillo
1331,Wamba,NG,73.35,8.9333,8.6,Roma Zee Guest House Annex
1332,Carnarvon,AU,86.07,-24.8667,113.6333,Hospitality Carnarvon
1333,New Norfolk,AU,78.66,-42.7826,147.0587,The Shingles Riverside Cottages
1336,Bambanglipuro,ID,65.61,-7.95,110.2833,Puri Brata
1337,Monrovia,LR,78.57,6.3005,-10.7969,Sunset Inn
1338,Luderitz,,72.63,-26.6481,15.1594,LÜDERITZ NEST HOTEL
1339,Punta Arenas,CL,51.91,-53.15,-70.9167,Hotel Hain
1340,New Norfolk,AU,78.66,-42.7826,147.0587,The Shingles Riverside Cottages
1342,Telhara,IN,62.38,21.0269,76.8389,Umesh Pande
1344,Saint-Philippe,RE,78.35,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
1345,Sambava,MG,73.15,-14.2667,50.1667,Melrose
1346,Ribeira Grande,PT,61.57,38.5167,-28.7,Quinta da Meia Eira
1347,Bredasdorp,ZA,67.32,-34.5322,20.0403,Bredasdorp Country Manor
1349,Rikitea,PF,78.84,-23.1203,-134.9692,People ThankYou
1350,Sanary-Sur-Mer,FR,50.94,43.1178,5.8001,Résidence Pierre et Vacances Les Rivages de Coudoulière
1352,East London,ZA,75.09,-33.0153,27.9116,Tu Casa
1354,Mmathubudukwane,BW,66.72,-24.6,26.4333,Gill Sleepover Guesthouse
1355,Bredasdorp,ZA,67.32,-34.5322,20.0403,Bredasdorp Country Manor
1356,Geraldton,AU,75.61,-28.7667,114.6,Broadwater Mariner Resort
1358,Ribeira Grande,PT,61.57,38.5167,-28.7,Quinta da Meia Eira
1360,Port Alfred,ZA,75.36,-33.5906,26.891,The Halyards Hotel
1361,Ribeira Grande,PT,61.57,38.5167,-28.7,Quinta da Meia Eira
1365,Cidreira,BR,74.37,-30.1811,-50.2056,Hotel Castelo
1366,Hilo,US,78.53,19.7297,-155.09,Hilo Hawaiian Hotel
1367,Ribeira Grande,PT,61.57,38.5167,-28.7,Quinta da Meia Eira
1368,Tura,IN,53.13,25.5198,90.2201,Hotel RIKMAN Continental
1371,Hermanus,ZA,66.9,-34.4187,19.2345,Misty Waves Boutique Hotel
1372,Akyab,MM,59.49,20.15,92.9,Hotel Memory
1373,Itarema,BR,78.73,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
1374,Busselton,AU,68.04,-33.65,115.3333,Observatory Guest House
1375,Punta Arenas,CL,51.91,-53.15,-70.9167,Hotel Hain
1377,Portland,US,63.19,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
1378,Aransas Pass,US,51.89,27.9095,-97.15,Microtel Inn & Suites by Wyndham Aransas Pass/Corpus Christi
1380,Bluff,NZ,53.8,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
1381,Kilosa,TZ,68.77,-6.8333,36.9833,New Bondeni Hotel
1382,Busselton,AU,68.04,-33.65,115.3333,Observatory Guest House
1383,Saint-Philippe,RE,78.35,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
1385,Chuy,UY,67.42,-33.6971,-53.4616,Nuevo Hotel Plaza
1386,Mount Isa,AU,91.17,-20.7333,139.5,ibis Styles Mt Isa Verona
1388,Rikitea,PF,78.84,-23.1203,-134.9692,People ThankYou
1389,Mae Ramat,TH,64.72,16.984,98.5166,บ้านโฮ่งโฮมสเตย์ แม่ระมาด ตาก
1391,Umm Lajj,SA,66.88,25.0213,37.2685,Moon light Furnished Units
1392,Lompoc,US,82.71,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
1395,Marawi,PH,69.66,7.9986,124.2928,Derogongan Residence
1396,Butaritari,KI,83.08,3.0707,172.7902,Isles Sunset Lodge
1399,Vaini,TO,86.16,-21.2,-175.2,Keleti Beach Resort
1400,Hobart,AU,79.02,-42.8794,147.3294,Mantra on Collins Hobart
1403,Fortuna,US,70.41,40.5982,-124.1573,Super 8 by Wyndham Fortuna
1404,Kieta,PG,85.24,-6.2167,155.6333,Uruna Bay Retreat
1405,Hilo,US,78.53,19.7297,-155.09,Hilo Hawaiian Hotel
1406,Pacific Grove,US,82.8,36.6177,-121.9166,Lovers Point Inn
1407,Busselton,AU,68.04,-33.65,115.3333,Observatory Guest House
1408,Wanning,CN,71.69,18.8003,110.3967,Paradise Hotel
1409,Bredasdorp,ZA,67.32,-34.5322,20.0403,Bredasdorp Country Manor
1410,Hithadhoo,MV,81.19,-0.6,73.0833,Scoop Guest House
1412,Mataura,NZ,53.47,-46.1927,168.8643,Ellie's Villa
1413,Asfi,MA,55.81,32.2994,-9.2372,Hôtel Abda
1414,Kaitangata,NZ,55.92,-46.2817,169.8464,Kaitangata Motor Camp
1415,Dhidhdhoo,MV,81.25,6.8833,73.1,Dhidhoo beach
1416,Hobart,AU,79.02,-42.8794,147.3294,Mantra on Collins Hobart
1419,Mataura,NZ,53.47,-46.1927,168.8643,Ellie's Villa
1420,Portland,US,63.19,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
1423,Mahibadhoo,MV,80.11,3.7833,72.9667,Omadhoo Inn
1424,Mataura,NZ,53.47,-46.1927,168.8643,Ellie's Villa
1425,Cape Town,ZA,69.89,-33.9258,18.4232,Southern Sun Waterfront Cape Town
1427,Rocha,UY,64.98,-34.4833,-54.3333,Hotel Arrarte
1428,Oistins,BB,77.09,13.0667,-59.5333,Butterfly Beach Hotel
1430,Punta Arenas,CL,51.91,-53.15,-70.9167,Hotel Hain
1431,Chancay,PE,76.32,-11.5714,-77.2672,Hotel Madre Perla
1434,Ancud,CL,67.53,-41.8697,-73.8203,Hotel Arena Gruesa
1435,Punta Arenas,CL,51.91,-53.15,-70.9167,Hotel Hain
1436,Malakal,SS,77.58,9.5334,31.6605,Nile Palace Hotel
1439,Castro,BR,61.39,-24.7911,-50.0119,CHACARA BAILLY
1442,Bethel,US,50.36,41.3712,-73.414,Courtyard by Marriott Danbury
1443,New Norfolk,AU,78.66,-42.7826,147.0587,The Shingles Riverside Cottages
1444,Lumphat,KH,78.26,13.4878,106.9816,Lumphat Homestay
1445,Rikitea,PF,78.84,-23.1203,-134.9692,People ThankYou
1446,Arinos,BR,69.39,-15.9169,-46.1056,casa do bruno
1447,Namibe,AO,74.34,-15.1961,12.1522,Hotel Chik Chik Namibe
1448,Chuy,UY,67.42,-33.6971,-53.4616,Nuevo Hotel Plaza
1450,Castro,BR,61.39,-24.7911,-50.0119,CHACARA BAILLY
1451,Esperance,AU,66.04,-33.8667,121.9,Hospitality Esperance
1452,Taoudenni,ML,61.79,22.6783,-3.9836,
1453,Mataura,NZ,53.47,-46.1927,168.8643,Ellie's Villa
1454,Sao Joao Da Barra,BR,74.71,-21.6403,-41.0511,Pousada Porto De Canoas
1455,Kudahuvadhoo,MV,80.8,2.6708,72.8944,Niyama Private Islands Maldives
1456,Quime,BO,51.39,-16.9833,-67.2167,Hostal Colibri
1460,Castro,BR,61.39,-24.7911,-50.0119,CHACARA BAILLY
1462,Bluff,NZ,53.8,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
1467,Cape Town,ZA,69.89,-33.9258,18.4232,Southern Sun Waterfront Cape Town
1468,Busselton,AU,68.04,-33.65,115.3333,Observatory Guest House
1469,Butaritari,KI,83.08,3.0707,172.7902,Isles Sunset Lodge
1470,Punta Arenas,CL,51.91,-53.15,-70.9167,Hotel Hain
1474,Ribeira Grande,PT,61.57,38.5167,-28.7,Quinta da Meia Eira
1475,Gerash,IR,53.74,27.6652,54.1371,Sa'adat House Gerash
1476,Olinda,BR,83.93,-8.0089,-34.8553,Pousada Sitio Do Carmo
1477,Busselton,AU,68.04,-33.65,115.3333,Observatory Guest House
1478,Jalalpur Pirwala,PK,54.27,29.5069,71.2192,Bhatti Easy Paisa Shop
1481,Lorengau,PG,82.58,-2.0226,147.2712,Lorengau Harbourside Hotel
1482,Punta Arenas,CL,51.91,-53.15,-70.9167,Hotel Hain
1484,Bambous Virieux,MU,77.25,-20.3428,57.7575,Casa Tia Villa
1485,Male,MV,80.55,4.1748,73.5089,Hotel Octave Maldives
1486,Mossendjo,CG,70.3,-2.9506,12.7261,HOTEL D'ASSISE
1487,Waitati,NZ,52.81,-45.75,170.5667,Arden Country House BnB Dunedin
1488,Los Llanos De Aridane,ES,62.35,28.6585,-17.9182,Valle Aridane
1489,Rikitea,PF,78.84,-23.1203,-134.9692,People ThankYou
1490,East London,ZA,75.09,-33.0153,27.9116,Tu Casa
1492,Bluff,NZ,53.8,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
1494,Kruisfontein,ZA,69.76,-34.0033,24.7314,Oyster Bay House Rental
1495,Punta Arenas,CL,51.91,-53.15,-70.9167,Hotel Hain
1496,Ribeira Grande,PT,61.57,38.5167,-28.7,Quinta da Meia Eira
1497,Luba,GQ,78.69,3.4568,8.5547,
1498,Cape Town,ZA,69.89,-33.9258,18.4232,Southern Sun Waterfront Cape Town
1499,Port Elizabeth,ZA,70.09,-33.918,25.5701,39 On Nile Guest House
1500,Mackay,AU,82.69,-21.15,149.2,International Lodge Motel
1501,Gopalur,IN,64.6,16.6167,77.8,Dhaba- Motel
1503,Abu Dhabi,AE,69.82,24.4667,54.3667,Ramee Garden Hotel Apartments
1505,Cayenne,GF,78.1,4.9333,-52.3333,Hôtel Le Dronmi
1506,Rikitea,PF,78.84,-23.1203,-134.9692,People ThankYou
1507,Bambous Virieux,MU,77.25,-20.3428,57.7575,Casa Tia Villa
1508,Dhidhdhoo,MV,81.25,6.8833,73.1,Dhidhoo beach
1510,Batticaloa,LK,75.02,7.7102,81.6924,Grand Star Guest House
1511,Kupang,ID,81.88,-10.1667,123.5833,Hotel On The Rock by Prasanthi
1515,Karratha,AU,90.01,-20.7377,116.8463,ibis Styles Karratha
1516,Hermanus,ZA,66.9,-34.4187,19.2345,Misty Waves Boutique Hotel
1517,Saint-Philippe,RE,78.35,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
1518,East London,ZA,75.09,-33.0153,27.9116,Tu Casa
1524,Yambio,SS,73.13,4.5721,28.3955,Naivasha Hotel
1525,Chuy,UY,67.42,-33.6971,-53.4616,Nuevo Hotel Plaza
1527,Puerto Rondon,CO,79.61,6.2805,-71.1,Urbanización Santa Clara
1529,Kasongo,CD,67.32,-4.45,26.6667,Guest Hôtel
1530,Ponta Do Sol,PT,63.23,32.6667,-17.1,Hotel do Campo
1531,Cape Town,ZA,69.89,-33.9258,18.4232,Southern Sun Waterfront Cape Town
1532,Banting,MY,77.14,2.8167,101.5,Hotel Intan Jugra
1534,Cabo San Lucas,MX,78.1,22.8909,-109.9124,Hotel Tesoro Los Cabos
1535,Cape Town,ZA,69.89,-33.9258,18.4232,Southern Sun Waterfront Cape Town
1536,Bluff,NZ,53.8,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
1538,Gairatganj,IN,53.17,23.4202,78.2385,new garib namz road lines
1539,Naranjal,EC,80.4,-2.6667,-79.6167,Media Naranja
1540,New Norfolk,AU,78.66,-42.7826,147.0587,The Shingles Riverside Cottages
1541,Hilo,US,78.53,19.7297,-155.09,Hilo Hawaiian Hotel
1542,Esperance,AU,66.04,-33.8667,121.9,Hospitality Esperance
1545,Henties Bay,,70.86,-22.116,14.2845,Fishermans Guest House
1548,Carutapera,BR,77.16,-1.195,-46.02,Lidera
1549,Mataura,NZ,53.47,-46.1927,168.8643,Ellie's Villa
1552,Kirakira,SB,85.03,-10.4544,161.9205,SanBiz Lodge
1554,Ponta Do Sol,PT,63.23,32.6667,-17.1,Hotel do Campo
1555,Grand Gaube,MU,77.4,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
1556,Ambulu,ID,77.85,-8.345,113.6058,Hotel Ambulu Jember
1557,Saint George,US,66.79,37.1041,-113.5841,Best Western Plus Abbey Inn
1558,Rikitea,PF,78.84,-23.1203,-134.9692,People ThankYou
1559,Bouna,CI,73.33,9.2667,-3.0,Hôtel lababa
1561,Lebu,CL,58.12,-37.6167,-73.65,Hostal Las Lilas
1562,Hermanus,ZA,66.9,-34.4187,19.2345,Misty Waves Boutique Hotel
1565,Del Rio,US,62.71,29.3627,-100.8968,"Holiday Inn Express & Suites del Rio, an IHG Hotel"
1566,Hambantota,LK,75.54,6.1241,81.1185,Bungalow 63
1567,Castro,BR,61.39,-24.7911,-50.0119,CHACARA BAILLY
1569,Cape Town,ZA,69.89,-33.9258,18.4232,Southern Sun Waterfront Cape Town
1570,Calvinia,ZA,77.0,-31.4707,19.776,Die Lemoenhuis
1572,Codrington,AU,85.75,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
1573,Mataura,NZ,53.47,-46.1927,168.8643,Ellie's Villa
1575,Coahuayana,MX,89.08,18.7333,-103.6833,El rranchito michuacan de ocampos
1576,Naron,ES,51.03,43.5167,-8.1528,Marcial
1577,Mataura,NZ,53.47,-46.1927,168.8643,Ellie's Villa
1579,Vila Franca Do Campo,PT,63.19,37.7167,-25.4333,Pestana Bahia Praia
1580,Cape Town,ZA,69.89,-33.9258,18.4232,Southern Sun Waterfront Cape Town
1581,Saldanha,ZA,68.05,-33.0117,17.9442,Blue Bay Lodge
1582,Rikitea,PF,78.84,-23.1203,-134.9692,People ThankYou
1583,Christchurch,NZ,54.91,-43.5333,172.6333,The George
1588,Pensacola,US,61.02,30.4213,-87.2169,Days Inn by Wyndham Pensacola - Historic Downtown
1590,Punta Arenas,CL,51.91,-53.15,-70.9167,Hotel Hain
1592,Nampula,MZ,68.58,-15.1165,39.2666,BUTIK Hotel
1593,Abu Dhabi,AE,69.82,24.4667,54.3667,Ramee Garden Hotel Apartments
1594,Hobart,AU,79.02,-42.8794,147.3294,Mantra on Collins Hobart
1596,Hilo,US,78.53,19.7297,-155.09,Hilo Hawaiian Hotel
1597,Rikitea,PF,78.84,-23.1203,-134.9692,People ThankYou
1598,Kapaa,US,79.48,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
1599,Yenagoa,NG,77.67,4.9247,6.2642,Aridolf Resort Wellness and Spa
1601,Puerto Ayora,EC,75.54,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1603,Rikitea,PF,78.84,-23.1203,-134.9692,People ThankYou
1605,Mataura,NZ,53.47,-46.1927,168.8643,Ellie's Villa
1606,Esmeraldas,BR,70.66,-19.7625,-44.3139,Bom Será - Marcinho e Fernanda
1609,Innisfail,AU,87.22,-17.5333,146.0333,Moondarra Motel
1610,Mar Del Plata,AR,62.87,-38.0023,-57.5575,Gran Hotel Mar del Plata
1611,Port Alfred,ZA,75.36,-33.5906,26.891,The Halyards Hotel
1613,Butaritari,KI,83.08,3.0707,172.7902,Isles Sunset Lodge
1614,Westport,US,51.78,41.1415,-73.3579,The Westport Inn
1616,Busselton,AU,68.04,-33.65,115.3333,Observatory Guest House
1617,Rawson,AR,73.11,-43.3002,-65.1023,Hosteria Sampedro
1618,Atuona,PF,77.67,-9.8,-139.0333,Villa Enata
1619,Castro,BR,61.39,-24.7911,-50.0119,CHACARA BAILLY
1621,Busselton,AU,68.04,-33.65,115.3333,Observatory Guest House
1622,Bell Ville,AR,54.66,-32.6259,-62.6887,Hotel Central
1623,Busselton,AU,68.04,-33.65,115.3333,Observatory Guest House
1627,Carnarvon,AU,86.07,-24.8667,113.6333,Hospitality Carnarvon
1628,Kayanza,BI,57.63,-3.0667,29.6667,
1630,Bontang,ID,76.5,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
1631,Arraial Do Cabo,BR,75.07,-22.9661,-42.0278,Pousada Porto Praia
1632,Castro,BR,61.39,-24.7911,-50.0119,CHACARA BAILLY
1634,Jagdalpur,IN,52.79,19.0667,82.0333,Hotel Devansh Residency
1638,Madarounfa,NE,64.35,13.3087,7.156,Madarounfa centre ville
1640,Ramgarh,IN,51.85,23.6333,85.5167,HOTEL TREAT RESIDENCY
1644,Busselton,AU,68.04,-33.65,115.3333,Observatory Guest House
1645,Ribeira Grande,PT,61.57,38.5167,-28.7,Quinta da Meia Eira
1647,Georgetown,MY,78.89,5.4112,100.3354,Cititel Penang
1651,Punta Arenas,CL,51.91,-53.15,-70.9167,Hotel Hain
1653,Hermanus,ZA,66.9,-34.4187,19.2345,Misty Waves Boutique Hotel
1654,Rikitea,PF,78.84,-23.1203,-134.9692,People ThankYou
1655,Hithadhoo,MV,81.19,-0.6,73.0833,Scoop Guest House
1657,Orange Cove,US,81.72,36.6244,-119.3137,
1658,Tsabong,BW,74.52,-26.0217,22.401,Springbok Motel
1659,Punta Arenas,CL,51.91,-53.15,-70.9167,Hotel Hain
1660,Bluff,NZ,53.8,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
1661,Mataura,NZ,53.47,-46.1927,168.8643,Ellie's Villa
1662,Hithadhoo,MV,81.19,-0.6,73.0833,Scoop Guest House
1663,Russell,US,63.63,32.3502,-85.1999,Macs
1665,Cape Town,ZA,69.89,-33.9258,18.4232,Southern Sun Waterfront Cape Town
1666,Butaritari,KI,83.08,3.0707,172.7902,Isles Sunset Lodge
1667,Hermanus,ZA,66.9,-34.4187,19.2345,Misty Waves Boutique Hotel
1669,Caravelas,BR,76.69,-17.7125,-39.2481,Pousada dos Navegantes
1672,Avera,US,60.71,33.194,-82.5271,
1673,Rikitea,PF,78.84,-23.1203,-134.9692,People ThankYou
1675,Bluff,NZ,53.8,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
1676,Lebu,CL,58.12,-37.6167,-73.65,Hostal Las Lilas
1677,Alyangula,AU,87.67,-13.8483,136.4192,Groote Eylandt Lodge
1678,Hithadhoo,MV,81.19,-0.6,73.0833,Scoop Guest House
1680,Kapaa,US,79.48,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
1681,Hobart,AU,79.02,-42.8794,147.3294,Mantra on Collins Hobart
1683,Bambous Virieux,MU,77.25,-20.3428,57.7575,Casa Tia Villa
1684,Isangel,VU,86.11,-19.55,169.2667,Tanna Lodge
1686,Enugu,NG,74.44,6.4402,7.4943,Bestchoice Hotel & Suites Enugu
1689,Carnarvon,AU,86.07,-24.8667,113.6333,Hospitality Carnarvon
1690,Mataura,NZ,53.47,-46.1927,168.8643,Ellie's Villa
1691,Cape Town,ZA,69.89,-33.9258,18.4232,Southern Sun Waterfront Cape Town
1692,Port Keats,AU,85.89,-14.25,129.55,TDC Village (Hundred Man Camp)
1693,Kulhudhuffushi,MV,81.27,6.6221,73.07,Haajy Guest House 1
1695,Fortuna,US,70.41,40.5982,-124.1573,Super 8 by Wyndham Fortuna
